area,price,from,to
NO1,1.7111,2022-09-20T21:00:00Z,2022-09-20T22:00:00Z
NO2,2.2587,2022-09-19T22:00:00Z,2022-09-19T23:00:00Z
NO2,1.276,2022-09-19T23:00:00Z,2022-09-20T00:00:00Z
NO2,1.9557,2022-09-20T00:00:00Z,2022-09-20T01:00:00Z
NO2,1.9589,2022-09-20T01:00:00Z,2022-09-20T02:00:00Z
NO2,1.9066,2022-09-20T02:00:00Z,2022-09-20T03:00:00Z
NO2,2.6881,2022-09-20T03:00:00Z,2022-09-20T04:00:00Z
NO2,1.2332,2022-09-20T04:00:00Z,2022-09-20T05:00:00Z
NO2,2.6172,2022-09-20T05:00:00Z,2022-09-20T06:00:00Z
NO2,1.3248,2022-09-20T06:00:00Z,2022-09-20T07:00:00Z
NO2,2.2428,2022-09-20T07:00:00Z,2022-09-20T08:00:00Z
NO2,2.0523,2022-09-20T08:00:00Z,2022-09-20T09:00:00Z
NO2,2.7374,2022-09-20T09:00:00Z,2022-09-20T10:00:00Z
NO2,2.2096,2022-09-20T10:00:00Z,2022-09-20T11:00:00Z
NO2,1.4815,2022-09-20T11:00:00Z,2022-09-20T12:00:00Z
NO2,2.6567,2022-09-20T12:00:00Z,2022-09-20T13:00:00Z
NO2,1.828,2022-09-20T13:00:00Z,2022-09-20T14:00:00Z
NO2,1.3044,2022-09-20T14:00:00Z,2022-09-20T15:00:00Z
NO2,2.6535,2022-09-20T15:00:00Z,2022-09-20T16:00:00Z
NO2,2.5178,2022-09-20T16:00:00Z,2022-09-20T17:00:00Z
NO2,2.6615,2022-09-20T17:00:00Z,2022-09-20T18:00:00Z
NO2,1.1153,2022-09-20T18:00:00Z,2022-09-20T19:00:00Z
NO2,1.1173,2022-09-20T19:00:00Z,2022-09-20T20:00:00Z
NO2,1.0764,2022-09-20T20:00:00Z,2022-09-20T21:00:00Z
NO2,2.9898,2022-09-20T21:00:00Z,2022-09-20T22:00:00Z
NO1,2.2894,2022-09-19T22:00:00Z,2022-09-19T23:00:00Z
NO1,2.1618,2022-09-19T23:00:00Z,2022-09-20T00:00:00Z
NO1,1.631,2022-09-20T00:00:00Z,2022-09-20T01:00:00Z
NO1,1.6455,2022-09-20T01:00:00Z,2022-09-20T02:00:00Z
NO1,1.4557,2022-09-20T02:00:00Z,2022-09-20T03:00:00Z
NO1,1.885,2022-09-20T03:00:00Z,2022-09-20T04:00:00Z
NO1,1.4797,2022-09-20T04:00:00Z,2022-09-20T05:00:00Z
NO1,2.2769,2022-09-20T05:00:00Z,2022-09-20T06:00:00Z
NO1,1.2342,2022-09-20T06:00:00Z,2022-09-20T07:00:00Z
NO1,1.2722,2022-09-20T07:00:00Z,2022-09-20T08:00:00Z
NO1,1.957,2022-09-20T08:00:00Z,2022-09-20T09:00:00Z
NO1,1.4802,2022-09-20T09:00:00Z,2022-09-20T10:00:00Z
NO1,2.3567,2022-09-20T10:00:00Z,2022-09-20T11:00:00Z
NO1,2.8333,2022-09-20T11:00:00Z,2022-09-20T12:00:00Z
NO1,1.3208,2022-09-20T12:00:00Z,2022-09-20T13:00:00Z
NO1,2.6378,2022-09-20T13:00:00Z,2022-09-20T14:00:00Z
NO1,2.1855,2022-09-20T14:00:00Z,2022-09-20T15:00:00Z
NO1,2.5032,2022-09-20T15:00:00Z,2022-09-20T16:00:00Z
NO1,1.7674,2022-09-20T16:00:00Z,2022-09-20T17:00:00Z
NO1,1.0542,2022-09-20T17:00:00Z,2022-09-20T18:00:00Z
NO1,2.0542,2022-09-20T18:00:00Z,2022-09-20T19:00:00Z
NO1,2.2418,2022-09-20T19:00:00Z,2022-09-20T20:00:00Z
NO1,2.1008,2022-09-20T20:00:00Z,2022-09-20T21:00:00Z
NO1,1.3813,2022-09-20T21:00:00Z,2022-09-20T22:00:00Z
NO2,2.426,2022-09-19T22:00:00Z,2022-09-19T23:00:00Z
NO2,2.671,2022-09-19T23:00:00Z,2022-09-20T00:00:00Z
NO2,1.7706,2022-09-20T00:00:00Z,2022-09-20T01:00:00Z
NO2,1.8807,2022-09-20T01:00:00Z,2022-09-20T02:00:00Z
NO2,1.4471,2022-09-20T02:00:00Z,2022-09-20T03:00:00Z
NO2,2.4431,2022-09-20T03:00:00Z,2022-09-20T04:00:00Z
NO2,2.629,2022-09-20T04:00:00Z,2022-09-20T05:00:00Z
NO2,1.3202,2022-09-20T05:00:00Z,2022-09-20T06:00:00Z
NO2,2.5884,2022-09-20T06:00:00Z,2022-09-20T07:00:00Z
NO2,1.9934,2022-09-20T07:00:00Z,2022-09-20T08:00:00Z
NO2,1.1492,2022-09-20T08:00:00Z,2022-09-20T09:00:00Z
NO2,2.3626,2022-09-20T09:00:00Z,2022-09-20T10:00:00Z
NO2,1.1099,2022-09-20T10:00:00Z,2022-09-20T11:00:00Z
NO2,1.4317,2022-09-20T11:00:00Z,2022-09-20T12:00:00Z
NO2,1.1626,2022-09-20T12:00:00Z,2022-09-20T13:00:00Z
NO2,1.3133,2022-09-20T13:00:00Z,2022-09-20T14:00:00Z
NO2,2.337,2022-09-20T14:00:00Z,2022-09-20T15:00:00Z
NO2,2.6453,2022-09-20T15:00:00Z,2022-09-20T16:00:00Z
NO2,2.0511,2022-09-20T16:00:00Z,2022-09-20T17:00:00Z
NO2,2.3465,2022-09-20T17:00:00Z,2022-09-20T18:00:00Z
NO2,2.7418,2022-09-20T18:00:00Z,2022-09-20T19:00:00Z
NO2,1.9431,2022-09-20T19:00:00Z,2022-09-20T20:00:00Z
NO2,2.9615,2022-09-20T20:00:00Z,2022-09-20T21:00:00Z
NO2,2.2704,2022-09-20T21:00:00Z,2022-09-20T22:00:00Z
NO1,2.7692,2022-09-19T22:00:00Z,2022-09-19T23:00:00Z
NO1,1.7757,2022-09-19T23:00:00Z,2022-09-20T00:00:00Z
NO1,1.3008,2022-09-20T00:00:00Z,2022-09-20T01:00:00Z
NO1,1.4272,2022-09-20T01:00:00Z,2022-09-20T02:00:00Z
NO1,1.09,2022-09-20T02:00:00Z,2022-09-20T03:00:00Z
NO1,1.2268,2022-09-20T03:00:00Z,2022-09-20T04:00:00Z
NO1,2.916,2022-09-20T04:00:00Z,2022-09-20T05:00:00Z
NO1,1.7681,2022-09-20T05:00:00Z,2022-09-20T06:00:00Z
NO1,1.6228,2022-09-20T06:00:00Z,2022-09-20T07:00:00Z
NO1,2.4631,2022-09-20T07:00:00Z,2022-09-20T08:00:00Z
NO1,2.2846,2022-09-20T08:00:00Z,2022-09-20T09:00:00Z
NO1,2.2381,2022-09-20T09:00:00Z,2022-09-20T10:00:00Z
NO1,2.1116,2022-09-20T10:00:00Z,2022-09-20T11:00:00Z
NO1,2.9899,2022-09-20T11:00:00Z,2022-09-20T12:00:00Z
NO1,2.0134,2022-09-20T12:00:00Z,2022-09-20T13:00:00Z
NO1,2.0389,2022-09-20T13:00:00Z,2022-09-20T14:00:00Z
NO1,1.0591,2022-09-20T14:00:00Z,2022-09-20T15:00:00Z
NO1,2.194,2022-09-20T15:00:00Z,2022-09-20T16:00:00Z
NO1,1.8324,2022-09-20T16:00:00Z,2022-09-20T17:00:00Z
NO1,1.2057,2022-09-20T17:00:00Z,2022-09-20T18:00:00Z
NO1,1.6925,2022-09-20T18:00:00Z,2022-09-20T19:00:00Z
NO1,2.6997,2022-09-20T19:00:00Z,2022-09-20T20:00:00Z
NO1,2.8009,2022-09-20T20:00:00Z,2022-09-20T21:00:00Z
NO1,2.884,2022-09-20T21:00:00Z,2022-09-20T22:00:00Z
NO2,1.6134,2022-09-19T22:00:00Z,2022-09-19T23:00:00Z
NO2,1.5009,2022-09-19T23:00:00Z,2022-09-20T00:00:00Z
NO2,2.1617,2022-09-20T00:00:00Z,2022-09-20T01:00:00Z
NO2,1.4789,2022-09-20T01:00:00Z,2022-09-20T02:00:00Z
NO2,1.4047,2022-09-20T02:00:00Z,2022-09-20T03:00:00Z
NO2,1.444,2022-09-20T03:00:00Z,2022-09-20T04:00:00Z
NO2,2.0045,2022-09-20T04:00:00Z,2022-09-20T05:00:00Z
NO2,1.4515,2022-09-20T05:00:00Z,2022-09-20T06:00:00Z
NO2,1.4858,2022-09-20T06:00:00Z,2022-09-20T07:00:00Z
NO2,1.8375,2022-09-20T07:00:00Z,2022-09-20T08:00:00Z
NO2,1.912,2022-09-20T08:00:00Z,2022-09-20T09:00:00Z
NO2,1.3346,2022-09-20T09:00:00Z,2022-09-20T10:00:00Z
NO2,1.6277,2022-09-20T10:00:00Z,2022-09-20T11:00:00Z
NO2,1.8015,2022-09-20T11:00:00Z,2022-09-20T12:00:00Z
NO2,2.7809,2022-09-20T12:00:00Z,2022-09-20T13:00:00Z
NO2,1.483,2022-09-20T13:00:00Z,2022-09-20T14:00:00Z
NO2,1.1074,2022-09-20T14:00:00Z,2022-09-20T15:00:00Z
NO2,1.4619,2022-09-20T15:00:00Z,2022-09-20T16:00:00Z
NO2,1.5054,2022-09-20T16:00:00Z,2022-09-20T17:00:00Z
NO2,1.2942,2022-09-20T17:00:00Z,2022-09-20T18:00:00Z
NO2,1.6547,2022-09-20T18:00:00Z,2022-09-20T19:00:00Z
NO2,1.7996,2022-09-20T19:00:00Z,2022-09-20T20:00:00Z
NO2,1.8468,2022-09-20T20:00:00Z,2022-09-20T21:00:00Z
NO2,1.1665,2022-09-20T21:00:00Z,2022-09-20T22:00:00Z
NO1,1.4348,2022-09-19T22:00:00Z,2022-09-19T23:00:00Z
NO1,2.884,2022-09-19T23:00:00Z,2022-09-20T00:00:00Z
NO1,1.3798,2022-09-20T00:00:00Z,2022-09-20T01:00:00Z
NO1,2.283,2022-09-20T01:00:00Z,2022-09-20T02:00:00Z
NO1,1.9882,2022-09-20T02:00:00Z,2022-09-20T03:00:00Z
NO1,1.8354,2022-09-20T03:00:00Z,2022-09-20T04:00:00Z
NO1,1.5898,2022-09-20T04:00:00Z,2022-09-20T05:00:00Z
NO1,1.3007,2022-09-20T05:00:00Z,2022-09-20T06:00:00Z
NO1,1.4902,2022-09-20T06:00:00Z,2022-09-20T07:00:00Z
NO1,2.6066,2022-09-20T07:00:00Z,2022-09-20T08:00:00Z
NO1,2.6141,2022-09-20T08:00:00Z,2022-09-20T09:00:00Z
NO1,1.0578,2022-09-20T09:00:00Z,2022-09-20T10:00:00Z
NO1,1.3565,2022-09-20T10:00:00Z,2022-09-20T11:00:00Z
NO1,1.7402,2022-09-20T11:00:00Z,2022-09-20T12:00:00Z
NO1,1.2387,2022-09-20T12:00:00Z,2022-09-20T13:00:00Z
NO1,1.3416,2022-09-20T13:00:00Z,2022-09-20T14:00:00Z
NO1,2.1528,2022-09-20T14:00:00Z,2022-09-20T15:00:00Z
NO1,1.629,2022-09-20T15:00:00Z,2022-09-20T16:00:00Z
NO1,2.3081,2022-09-20T16:00:00Z,2022-09-20T17:00:00Z
NO1,2.3222,2022-09-20T17:00:00Z,2022-09-20T18:00:00Z
NO1,1.9509,2022-09-20T18:00:00Z,2022-09-20T19:00:00Z
NO1,2.4661,2022-09-20T19:00:00Z,2022-09-20T20:00:00Z
NO1,2.5787,2022-09-20T20:00:00Z,2022-09-20T21:00:00Z
NO1,2.0985,2022-09-20T21:00:00Z,2022-09-20T22:00:00Z
NO2,2.4376,2022-09-19T22:00:00Z,2022-09-19T23:00:00Z
NO2,2.2276,2022-09-19T23:00:00Z,2022-09-20T00:00:00Z
NO2,2.1449,2022-09-20T00:00:00Z,2022-09-20T01:00:00Z
NO2,1.4883,2022-09-20T01:00:00Z,2022-09-20T02:00:00Z
NO2,1.3541,2022-09-20T02:00:00Z,2022-09-20T03:00:00Z
NO2,1.6446,2022-09-20T03:00:00Z,2022-09-20T04:00:00Z
NO2,2.9349,2022-09-20T04:00:00Z,2022-09-20T05:00:00Z
NO2,1.2126,2022-09-20T05:00:00Z,2022-09-20T06:00:00Z
NO2,1.3324,2022-09-20T06:00:00Z,2022-09-20T07:00:00Z
NO2,1.3172,2022-09-20T07:00:00Z,2022-09-20T08:00:00Z
NO2,2.2718,2022-09-20T08:00:00Z,2022-09-20T09:00:00Z
NO2,1.4175,2022-09-20T09:00:00Z,2022-09-20T10:00:00Z
NO2,1.9275,2022-09-20T10:00:00Z,2022-09-20T11:00:00Z
NO2,1.7081,2022-09-20T11:00:00Z,2022-09-20T12:00:00Z
NO2,1.8521,2022-09-20T12:00:00Z,2022-09-20T13:00:00Z
NO2,2.7128,2022-09-20T13:00:00Z,2022-09-20T14:00:00Z
NO2,1.4715,2022-09-20T14:00:00Z,2022-09-20T15:00:00Z
NO2,1.4533,2022-09-20T15:00:00Z,2022-09-20T16:00:00Z
NO2,1.8326,2022-09-20T16:00:00Z,2022-09-20T17:00:00Z
NO2,1.876,2022-09-20T17:00:00Z,2022-09-20T18:00:00Z
NO2,1.5111,2022-09-20T18:00:00Z,2022-09-20T19:00:00Z
NO2,2.4441,2022-09-20T19:00:00Z,2022-09-20T20:00:00Z
NO2,1.2974,2022-09-20T20:00:00Z,2022-09-20T21:00:00Z
NO2,1.6759,2022-09-20T21:00:00Z,2022-09-20T22:00:00Z
NO1,1.4295,2022-09-19T22:00:00Z,2022-09-19T23:00:00Z
NO1,1.2916,2022-09-19T23:00:00Z,2022-09-20T00:00:00Z
NO1,2.9895,2022-09-20T00:00:00Z,2022-09-20T01:00:00Z
NO1,1.3643,2022-09-20T01:00:00Z,2022-09-20T02:00:00Z
NO1,1.9357,2022-09-20T02:00:00Z,2022-09-20T03:00:00Z
NO1,2.9511,2022-09-20T03:00:00Z,2022-09-20T04:00:00Z
NO1,1.8108,2022-09-20T04:00:00Z,2022-09-20T05:00:00Z
NO1,1.6518,2022-09-20T05:00:00Z,2022-09-20T06:00:00Z
NO1,1.6974,2022-09-20T06:00:00Z,2022-09-20T07:00:00Z
NO1,2.9943,2022-09-20T07:00:00Z,2022-09-20T08:00:00Z
NO1,2.6288,2022-09-20T08:00:00Z,2022-09-20T09:00:00Z
NO1,2.054,2022-09-20T09:00:00Z,2022-09-20T10:00:00Z
NO1,2.6984,2022-09-20T10:00:00Z,2022-09-20T11:00:00Z
NO1,1.9947,2022-09-20T11:00:00Z,2022-09-20T12:00:00Z
NO1,1.144,2022-09-20T12:00:00Z,2022-09-20T13:00:00Z
NO1,1.4714,2022-09-20T13:00:00Z,2022-09-20T14:00:00Z
NO1,2.1758,2022-09-20T14:00:00Z,2022-09-20T15:00:00Z
NO1,1.4958,2022-09-20T15:00:00Z,2022-09-20T16:00:00Z
NO1,1.7206,2022-09-20T16:00:00Z,2022-09-20T17:00:00Z
NO1,1.1203,2022-09-20T17:00:00Z,2022-09-20T18:00:00Z
NO1,2.1528,2022-09-20T18:00:00Z,2022-09-20T19:00:00Z
NO1,2.0351,2022-09-20T19:00:00Z,2022-09-20T20:00:00Z
NO1,2.8708,2022-09-20T20:00:00Z,2022-09-20T21:00:00Z
NO1,2.2776,2022-09-20T21:00:00Z,2022-09-20T22:00:00Z
NO2,2.8497,2022-09-19T22:00:00Z,2022-09-19T23:00:00Z
NO2,1.9747,2022-09-19T23:00:00Z,2022-09-20T00:00:00Z
NO2,2.2069,2022-09-20T00:00:00Z,2022-09-20T01:00:00Z
NO2,1.483,2022-09-20T01:00:00Z,2022-09-20T02:00:00Z
NO2,2.5745,2022-09-20T02:00:00Z,2022-09-20T03:00:00Z
NO2,1.2674,2022-09-20T03:00:00Z,2022-09-20T04:00:00Z
NO2,1.9677,2022-09-20T04:00:00Z,2022-09-20T05:00:00Z
NO2,1.104,2022-09-20T05:00:00Z,2022-09-20T06:00:00Z
NO2,1.0187,2022-09-20T06:00:00Z,2022-09-20T07:00:00Z
NO2,2.5248,2022-09-20T07:00:00Z,2022-09-20T08:00:00Z
NO2,1.8914,2022-09-20T08:00:00Z,2022-09-20T09:00:00Z
NO2,1.6864,2022-09-20T09:00:00Z,2022-09-20T10:00:00Z
NO2,1.2494,2022-09-20T10:00:00Z,2022-09-20T11:00:00Z
NO2,1.6984,2022-09-20T11:00:00Z,2022-09-20T12:00:00Z
NO2,2.975,2022-09-20T12:00:00Z,2022-09-20T13:00:00Z
NO2,1.026,2022-09-20T13:00:00Z,2022-09-20T14:00:00Z
NO2,2.8203,2022-09-20T14:00:00Z,2022-09-20T15:00:00Z
NO2,2.4366,2022-09-20T15:00:00Z,2022-09-20T16:00:00Z
NO2,1.5328,2022-09-20T16:00:00Z,2022-09-20T17:00:00Z
NO2,1.1412,2022-09-20T17:00:00Z,2022-09-20T18:00:00Z
NO2,2.3885,2022-09-20T18:00:00Z,2022-09-20T19:00:00Z
NO2,1.5796,2022-09-20T19:00:00Z,2022-09-20T20:00:00Z
NO2,2.1856,2022-09-20T20:00:00Z,2022-09-20T21:00:00Z
NO2,1.1507,2022-09-20T21:00:00Z,2022-09-20T22:00:00Z
NO1,2.5058,2022-09-19T22:00:00Z,2022-09-19T23:00:00Z
NO1,1.3931,2022-09-19T23:00:00Z,2022-09-20T00:00:00Z
NO1,2.1684,2022-09-20T00:00:00Z,2022-09-20T01:00:00Z
NO1,1.3512,2022-09-20T01:00:00Z,2022-09-20T02:00:00Z
NO1,2.9604,2022-09-20T02:00:00Z,2022-09-20T03:00:00Z
NO1,2.0727,2022-09-20T03:00:00Z,2022-09-20T04:00:00Z
NO1,2.8086,2022-09-20T04:00:00Z,2022-09-20T05:00:00Z
NO1,1.1694,2022-09-20T05:00:00Z,2022-09-20T06:00:00Z
NO1,1.6372,2022-09-20T06:00:00Z,2022-09-20T07:00:00Z
NO1,2.5111,2022-09-20T07:00:00Z,2022-09-20T08:00:00Z
NO1,1.0528,2022-09-20T08:00:00Z,2022-09-20T09:00:00Z
NO1,1.869,2022-09-20T09:00:00Z,2022-09-20T10:00:00Z
NO1,1.4616,2022-09-20T10:00:00Z,2022-09-20T11:00:00Z
NO1,1.3153,2022-09-20T11:00:00Z,2022-09-20T12:00:00Z
NO1,1.9413,2022-09-20T12:00:00Z,2022-09-20T13:00:00Z
NO1,1.903,2022-09-20T13:00:00Z,2022-09-20T14:00:00Z
NO1,1.8179,2022-09-20T14:00:00Z,2022-09-20T15:00:00Z
NO1,1.269,2022-09-20T15:00:00Z,2022-09-20T16:00:00Z
NO1,1.2113,2022-09-20T16:00:00Z,2022-09-20T17:00:00Z
NO1,1.9408,2022-09-20T17:00:00Z,2022-09-20T18:00:00Z
NO1,2.4366,2022-09-20T18:00:00Z,2022-09-20T19:00:00Z
NO1,1.0149,2022-09-20T19:00:00Z,2022-09-20T20:00:00Z
NO1,1.1668,2022-09-20T20:00:00Z,2022-09-20T21:00:00Z
NO1,1.4144,2022-09-20T21:00:00Z,2022-09-20T22:00:00Z
NO2,2.0205,2022-09-19T22:00:00Z,2022-09-19T23:00:00Z
NO2,2.3035,2022-09-19T23:00:00Z,2022-09-20T00:00:00Z
NO2,1.9739,2022-09-20T00:00:00Z,2022-09-20T01:00:00Z
NO2,2.5834,2022-09-20T01:00:00Z,2022-09-20T02:00:00Z
NO2,1.04,2022-09-20T02:00:00Z,2022-09-20T03:00:00Z
NO2,2.0672,2022-09-20T03:00:00Z,2022-09-20T04:00:00Z
NO2,1.0542,2022-09-20T04:00:00Z,2022-09-20T05:00:00Z
NO2,1.0964,2022-09-20T05:00:00Z,2022-09-20T06:00:00Z
NO2,2.0651,2022-09-20T06:00:00Z,2022-09-20T07:00:00Z
NO2,1.1583,2022-09-20T07:00:00Z,2022-09-20T08:00:00Z
NO2,1.5225,2022-09-20T08:00:00Z,2022-09-20T09:00:00Z
NO2,2.5081,2022-09-20T09:00:00Z,2022-09-20T10:00:00Z
NO2,1.4912,2022-09-20T10:00:00Z,2022-09-20T11:00:00Z
NO2,1.5586,2022-09-20T11:00:00Z,2022-09-20T12:00:00Z
NO2,1.3536,2022-09-20T12:00:00Z,2022-09-20T13:00:00Z
NO2,1.21,2022-09-20T13:00:00Z,2022-09-20T14:00:00Z
NO2,2.6686,2022-09-20T14:00:00Z,2022-09-20T15:00:00Z
NO2,2.096,2022-09-20T15:00:00Z,2022-09-20T16:00:00Z
NO2,2.9067,2022-09-20T16:00:00Z,2022-09-20T17:00:00Z
NO2,2.4823,2022-09-20T17:00:00Z,2022-09-20T18:00:00Z
NO2,2.7383,2022-09-20T18:00:00Z,2022-09-20T19:00:00Z
NO2,1.1531,2022-09-20T19:00:00Z,2022-09-20T20:00:00Z
NO2,1.5841,2022-09-20T20:00:00Z,2022-09-20T21:00:00Z
NO2,2.6881,2022-09-20T21:00:00Z,2022-09-20T22:00:00Z
NO1,1.6876,2022-09-19T22:00:00Z,2022-09-19T23:00:00Z
NO1,2.5881,2022-09-19T23:00:00Z,2022-09-20T00:00:00Z
NO1,1.958,2022-09-20T00:00:00Z,2022-09-20T01:00:00Z
NO1,1.5101,2022-09-20T01:00:00Z,2022-09-20T02:00:00Z
NO1,1.7216,2022-09-20T02:00:00Z,2022-09-20T03:00:00Z
NO1,2.598,2022-09-20T03:00:00Z,2022-09-20T04:00:00Z
NO1,1.4053,2022-09-20T04:00:00Z,2022-09-20T05:00:00Z
NO1,2.4874,2022-09-20T05:00:00Z,2022-09-20T06:00:00Z
NO1,1.6736,2022-09-20T06:00:00Z,2022-09-20T07:00:00Z
NO1,1.5723,2022-09-20T07:00:00Z,2022-09-20T08:00:00Z
NO1,2.6619,2022-09-20T08:00:00Z,2022-09-20T09:00:00Z
NO1,1.487,2022-09-20T09:00:00Z,2022-09-20T10:00:00Z
NO1,2.5092,2022-09-20T10:00:00Z,2022-09-20T11:00:00Z
NO1,1.938,2022-09-20T11:00:00Z,2022-09-20T12:00:00Z
NO1,1.2529,2022-09-20T12:00:00Z,2022-09-20T13:00:00Z
NO1,1.0038,2022-09-20T13:00:00Z,2022-09-20T14:00:00Z
NO1,2.3952,2022-09-20T14:00:00Z,2022-09-20T15:00:00Z
NO1,1.9067,2022-09-20T15:00:00Z,2022-09-20T16:00:00Z
NO1,1.0302,2022-09-20T16:00:00Z,2022-09-20T17:00:00Z
NO1,1.6831,2022-09-20T17:00:00Z,2022-09-20T18:00:00Z
NO1,2.1771,2022-09-20T18:00:00Z,2022-09-20T19:00:00Z
NO1,1.2534,2022-09-20T19:00:00Z,2022-09-20T20:00:00Z
NO1,1.6022,2022-09-20T20:00:00Z,2022-09-20T21:00:00Z
NO1,1.9526,2022-09-20T21:00:00Z,2022-09-20T22:00:00Z
NO2,1.3264,2022-09-19T22:00:00Z,2022-09-19T23:00:00Z
NO2,1.8376,2022-09-19T23:00:00Z,2022-09-20T00:00:00Z
NO2,2.5991,2022-09-20T00:00:00Z,2022-09-20T01:00:00Z
NO2,1.5022,2022-09-20T01:00:00Z,2022-09-20T02:00:00Z
NO2,1.7037,2022-09-20T02:00:00Z,2022-09-20T03:00:00Z
NO2,1.9002,2022-09-20T03:00:00Z,2022-09-20T04:00:00Z
NO2,1.4428,2022-09-20T04:00:00Z,2022-09-20T05:00:00Z
NO2,2.629,2022-09-20T05:00:00Z,2022-09-20T06:00:00Z
NO2,2.7587,2022-09-20T06:00:00Z,2022-09-20T07:00:00Z
NO2,2.9241,2022-09-20T07:00:00Z,2022-09-20T08:00:00Z
NO2,1.395,2022-09-20T08:00:00Z,2022-09-20T09:00:00Z
NO2,2.6158,2022-09-20T09:00:00Z,2022-09-20T10:00:00Z
NO2,1.2808,2022-09-20T10:00:00Z,2022-09-20T11:00:00Z
NO2,1.7337,2022-09-20T11:00:00Z,2022-09-20T12:00:00Z
NO2,2.7017,2022-09-20T12:00:00Z,2022-09-20T13:00:00Z
NO2,1.3503,2022-09-20T13:00:00Z,2022-09-20T14:00:00Z
NO2,1.8455,2022-09-20T14:00:00Z,2022-09-20T15:00:00Z
NO2,1.2391,2022-09-20T15:00:00Z,2022-09-20T16:00:00Z
NO2,1.8379,2022-09-20T16:00:00Z,2022-09-20T17:00:00Z
NO2,1.7264,2022-09-20T17:00:00Z,2022-09-20T18:00:00Z
NO2,2.9655,2022-09-20T18:00:00Z,2022-09-20T19:00:00Z
NO2,1.26,2022-09-20T19:00:00Z,2022-09-20T20:00:00Z
NO2,1.9957,2022-09-20T20:00:00Z,2022-09-20T21:00:00Z
NO2,2.8741,2022-09-20T21:00:00Z,2022-09-20T22:00:00Z
NO1,2.6314,2022-09-19T22:00:00Z,2022-09-19T23:00:00Z
NO1,1.5953,2022-09-19T23:00:00Z,2022-09-20T00:00:00Z
NO1,2.5801,2022-09-20T00:00:00Z,2022-09-20T01:00:00Z
NO1,2.5791,2022-09-20T01:00:00Z,2022-09-20T02:00:00Z
NO1,1.908,2022-09-20T02:00:00Z,2022-09-20T03:00:00Z
NO1,1.502,2022-09-20T03:00:00Z,2022-09-20T04:00:00Z
NO1,2.0529,2022-09-20T04:00:00Z,2022-09-20T05:00:00Z
NO1,2.689,2022-09-20T05:00:00Z,2022-09-20T06:00:00Z
NO1,2.1261,2022-09-20T06:00:00Z,2022-09-20T07:00:00Z
NO1,1.1385,2022-09-20T07:00:00Z,2022-09-20T08:00:00Z
NO1,1.8582,2022-09-20T08:00:00Z,2022-09-20T09:00:00Z
NO1,2.7404,2022-09-20T09:00:00Z,2022-09-20T10:00:00Z
NO1,2.0988,2022-09-20T10:00:00Z,2022-09-20T11:00:00Z
NO1,1.2598,2022-09-20T11:00:00Z,2022-09-20T12:00:00Z
NO1,1.4059,2022-09-20T12:00:00Z,2022-09-20T13:00:00Z
NO1,1.4223,2022-09-20T13:00:00Z,2022-09-20T14:00:00Z
NO1,1.6911,2022-09-20T14:00:00Z,2022-09-20T15:00:00Z
NO1,1.9497,2022-09-20T15:00:00Z,2022-09-20T16:00:00Z
NO1,2.728,2022-09-20T16:00:00Z,2022-09-20T17:00:00Z
NO1,1.3805,2022-09-20T17:00:00Z,2022-09-20T18:00:00Z
NO1,2.9413,2022-09-20T18:00:00Z,2022-09-20T19:00:00Z
NO1,2.5143,2022-09-20T19:00:00Z,2022-09-20T20:00:00Z
NO1,1.5825,2022-09-20T20:00:00Z,2022-09-20T21:00:00Z
NO1,1.4948,2022-09-20T21:00:00Z,2022-09-20T22:00:00Z
NO2,2.9305,2022-09-19T22:00:00Z,2022-09-19T23:00:00Z
NO2,2.4113,2022-09-19T23:00:00Z,2022-09-20T00:00:00Z
NO2,2.6601,2022-09-20T00:00:00Z,2022-09-20T01:00:00Z
NO2,2.92,2022-09-20T01:00:00Z,2022-09-20T02:00:00Z
NO2,2.3332,2022-09-20T02:00:00Z,2022-09-20T03:00:00Z
NO2,2.4638,2022-09-20T03:00:00Z,2022-09-20T04:00:00Z
NO2,1.0018,2022-09-20T04:00:00Z,2022-09-20T05:00:00Z
NO2,1.8516,2022-09-20T05:00:00Z,2022-09-20T06:00:00Z
NO2,2.9723,2022-09-20T06:00:00Z,2022-09-20T07:00:00Z
NO2,2.1977,2022-09-20T07:00:00Z,2022-09-20T08:00:00Z
NO2,2.4693,2022-09-20T08:00:00Z,2022-09-20T09:00:00Z
NO2,2.0972,2022-09-20T09:00:00Z,2022-09-20T10:00:00Z
NO2,1.2481,2022-09-20T10:00:00Z,2022-09-20T11:00:00Z
NO2,2.5798,2022-09-20T11:00:00Z,2022-09-20T12:00:00Z
NO2,1.7895,2022-09-20T12:00:00Z,2022-09-20T13:00:00Z
NO2,2.9591,2022-09-20T13:00:00Z,2022-09-20T14:00:00Z
NO2,1.831,2022-09-20T14:00:00Z,2022-09-20T15:00:00Z
NO2,2.5486,2022-09-20T15:00:00Z,2022-09-20T16:00:00Z
NO2,2.3121,2022-09-20T16:00:00Z,2022-09-20T17:00:00Z
NO2,2.7201,2022-09-20T17:00:00Z,2022-09-20T18:00:00Z
NO2,1.0258,2022-09-20T18:00:00Z,2022-09-20T19:00:00Z
NO2,1.0098,2022-09-20T19:00:00Z,2022-09-20T20:00:00Z
