area,price,from,to
NO1,1.8128,2022-09-08T21:00:00Z,2022-09-08T22:00:00Z
NO2,1.5135,2022-09-07T22:00:00Z,2022-09-07T23:00:00Z
NO2,2.0621,2022-09-07T23:00:00Z,2022-09-08T00:00:00Z
NO2,1.553,2022-09-08T00:00:00Z,2022-09-08T01:00:00Z
NO2,1.4975,2022-09-08T01:00:00Z,2022-09-08T02:00:00Z
NO2,1.7088,2022-09-08T02:00:00Z,2022-09-08T03:00:00Z
NO2,1.8452,2022-09-08T03:00:00Z,2022-09-08T04:00:00Z
NO2,2.2661,2022-09-08T04:00:00Z,2022-09-08T05:00:00Z
NO2,1.4978,2022-09-08T05:00:00Z,2022-09-08T06:00:00Z
NO2,2.6653,2022-09-08T06:00:00Z,2022-09-08T07:00:00Z
NO2,1.8063,2022-09-08T07:00:00Z,2022-09-08T08:00:00Z
NO2,2.2043,2022-09-08T08:00:00Z,2022-09-08T09:00:00Z
NO2,1.1888,2022-09-08T09:00:00Z,2022-09-08T10:00:00Z
NO2,1.8746,2022-09-08T10:00:00Z,2022-09-08T11:00:00Z
NO2,2.5186,2022-09-08T11:00:00Z,2022-09-08T12:00:00Z
NO2,2.7819,2022-09-08T12:00:00Z,2022-09-08T13:00:00Z
NO2,1.6908,2022-09-08T13:00:00Z,2022-09-08T14:00:00Z
NO2,2.6084,2022-09-08T14:00:00Z,2022-09-08T15:00:00Z
NO2,2.3498,2022-09-08T15:00:00Z,2022-09-08T16:00:00Z
NO2,1.6552,2022-09-08T16:00:00Z,2022-09-08T17:00:00Z
NO2,2.8222,2022-09-08T17:00:00Z,2022-09-08T18:00:00Z
NO2,2.7408,2022-09-08T18:00:00Z,2022-09-08T19:00:00Z
NO2,2.3981,2022-09-08T19:00:00Z,2022-09-08T20:00:00Z
NO2,1.97,2022-09-08T20:00:00Z,2022-09-08T21:00:00Z
NO2,2.9962,2022-09-08T21:00:00Z,2022-09-08T22:00:00Z
NO1,1.3089,2022-09-08T22:00:00Z,2022-09-08T23:00:00Z
NO1,2.1669,2022-09-08T23:00:00Z,2022-09-09T00:00:00Z
NO1,1.6458,2022-09-09T00:00:00Z,2022-09-09T01:00:00Z
NO1,2.3124,2022-09-09T01:00:00Z,2022-09-09T02:00:00Z
NO1,1.675,2022-09-09T02:00:00Z,2022-09-09T03:00:00Z
NO1,1.082,2022-09-09T03:00:00Z,2022-09-09T04:00:00Z
NO1,1.7533,2022-09-09T04:00:00Z,2022-09-09T05:00:00Z
NO1,1.4903,2022-09-09T05:00:00Z,2022-09-09T06:00:00Z
NO1,1.4849,2022-09-09T06:00:00Z,2022-09-09T07:00:00Z
NO1,2.8033,2022-09-09T07:00:00Z,2022-09-09T08:00:00Z
NO1,1.6762,2022-09-09T08:00:00Z,2022-09-09T09:00:00Z
NO1,2.602,2022-09-09T09:00:00Z,2022-09-09T10:00:00Z
NO1,1.6087,2022-09-09T10:00:00Z,2022-09-09T11:00:00Z
NO1,2.5785,2022-09-09T11:00:00Z,2022-09-09T12:00:00Z
NO1,2.0922,2022-09-09T12:00:00Z,2022-09-09T13:00:00Z
NO1,1.0072,2022-09-09T13:00:00Z,2022-09-09T14:00:00Z
NO1,1.8415,2022-09-09T14:00:00Z,2022-09-09T15:00:00Z
NO1,2.6099,2022-09-09T15:00:00Z,2022-09-09T16:00:00Z
NO1,2.1775,2022-09-09T16:00:00Z,2022-09-09T17:00:00Z
NO1,2.0487,2022-09-09T17:00:00Z,2022-09-09T18:00:00Z
NO1,2.2283,2022-09-09T18:00:00Z,2022-09-09T19:00:00Z
NO1,2.6966,2022-09-09T19:00:00Z,2022-09-09T20:00:00Z
NO1,1.9067,2022-09-09T20:00:00Z,2022-09-09T21:00:00Z
NO1,1.0644,2022-09-09T21:00:00Z,2022-09-09T22:00:00Z
NO2,2.9685,2022-09-08T22:00:00Z,2022-09-08T23:00:00Z
NO2,1.9611,2022-09-08T23:00:00Z,2022-09-09T00:00:00Z
NO2,1.4123,2022-09-09T00:00:00Z,2022-09-09T01:00:00Z
NO2,1.3634,2022-09-09T01:00:00Z,2022-09-09T02:00:00Z
NO2,2.9781,2022-09-09T02:00:00Z,2022-09-09T03:00:00Z
NO2,1.5612,2022-09-09T03:00:00Z,2022-09-09T04:00:00Z
NO2,1.2477,2022-09-09T04:00:00Z,2022-09-09T05:00:00Z
NO2,1.991,2022-09-09T05:00:00Z,2022-09-09T06:00:00Z
NO2,1.672,2022-09-09T06:00:00Z,2022-09-09T07:00:00Z
NO2,2.7552,2022-09-09T07:00:00Z,2022-09-09T08:00:00Z
NO2,1.7808,2022-09-09T08:00:00Z,2022-09-09T09:00:00Z
NO2,1.7498,2022-09-09T09:00:00Z,2022-09-09T10:00:00Z
NO2,2.9599,2022-09-09T10:00:00Z,2022-09-09T11:00:00Z
NO2,2.7347,2022-09-09T11:00:00Z,2022-09-09T12:00:00Z
NO2,2.8252,2022-09-09T12:00:00Z,2022-09-09T13:00:00Z
NO2,2.4167,2022-09-09T13:00:00Z,2022-09-09T14:00:00Z
NO2,1.4587,2022-09-09T14:00:00Z,2022-09-09T15:00:00Z
NO2,2.6449,2022-09-09T15:00:00Z,2022-09-09T16:00:00Z
NO2,1.4608,2022-09-09T16:00:00Z,2022-09-09T17:00:00Z
NO2,2.1732,2022-09-09T17:00:00Z,2022-09-09T18:00:00Z
NO2,1.4491,2022-09-09T18:00:00Z,2022-09-09T19:00:00Z
NO2,2.7047,2022-09-09T19:00:00Z,2022-09-09T20:00:00Z
NO2,1.7436,2022-09-09T20:00:00Z,2022-09-09T21:00:00Z
NO2,1.3919,2022-09-09T21:00:00Z,2022-09-09T22:00:00Z
NO1,1.3429,2022-09-09T22:00:00Z,2022-09-09T23:00:00Z
NO1,2.1618,2022-09-09T23:00:00Z,2022-09-10T00:00:00Z
NO1,1.8192,2022-09-10T00:00:00Z,2022-09-10T01:00:00Z
NO1,1.0338,2022-09-10T01:00:00Z,2022-09-10T02:00:00Z
NO1,2.0309,2022-09-10T02:00:00Z,2022-09-10T03:00:00Z
NO1,1.1424,2022-09-10T03:00:00Z,2022-09-10T04:00:00Z
NO1,2.1993,2022-09-10T04:00:00Z,2022-09-10T05:00:00Z
NO1,2.7992,2022-09-10T05:00:00Z,2022-09-10T06:00:00Z
NO1,2.6359,2022-09-10T06:00:00Z,2022-09-10T07:00:00Z
NO1,2.5629,2022-09-10T07:00:00Z,2022-09-10T08:00:00Z
NO1,2.8946,2022-09-10T08:00:00Z,2022-09-10T09:00:00Z
NO1,2.878,2022-09-10T09:00:00Z,2022-09-10T10:00:00Z
NO1,1.0853,2022-09-10T10:00:00Z,2022-09-10T11:00:00Z
NO1,1.3139,2022-09-10T11:00:00Z,2022-09-10T12:00:00Z
NO1,2.3092,2022-09-10T12:00:00Z,2022-09-10T13:00:00Z
NO1,1.2297,2022-09-10T13:00:00Z,2022-09-10T14:00:00Z
NO1,2.9143,2022-09-10T14:00:00Z,2022-09-10T15:00:00Z
NO1,1.6091,2022-09-10T15:00:00Z,2022-09-10T16:00:00Z
NO1,2.35,2022-09-10T16:00:00Z,2022-09-10T17:00:00Z
NO1,1.0261,2022-09-10T17:00:00Z,2022-09-10T18:00:00Z
NO1,2.1203,2022-09-10T18:00:00Z,2022-09-10T19:00:00Z
NO1,1.3101,2022-09-10T19:00:00Z,2022-09-10T20:00:00Z
NO1,1.384,2022-09-10T20:00:00Z,2022-09-10T21:00:00Z
NO1,1.075,2022-09-10T21:00:00Z,2022-09-10T22:00:00Z
NO2,1.4155,2022-09-09T22:00:00Z,2022-09-09T23:00:00Z
NO2,1.2174,2022-09-09T23:00:00Z,2022-09-10T00:00:00Z
NO2,2.6952,2022-09-10T00:00:00Z,2022-09-10T01:00:00Z
NO2,1.0237,2022-09-10T01:00:00Z,2022-09-10T02:00:00Z
NO2,2.6454,2022-09-10T02:00:00Z,2022-09-10T03:00:00Z
NO2,1.4648,2022-09-10T03:00:00Z,2022-09-10T04:00:00Z
NO2,1.6631,2022-09-10T04:00:00Z,2022-09-10T05:00:00Z
NO2,1.6539,2022-09-10T05:00:00Z,2022-09-10T06:00:00Z
NO2,2.0859,2022-09-10T06:00:00Z,2022-09-10T07:00:00Z
NO2,1.065,2022-09-10T07:00:00Z,2022-09-10T08:00:00Z
NO2,1.5355,2022-09-10T08:00:00Z,2022-09-10T09:00:00Z
NO2,2.9891,2022-09-10T09:00:00Z,2022-09-10T10:00:00Z
NO2,1.8049,2022-09-10T10:00:00Z,2022-09-10T11:00:00Z
NO2,1.718,2022-09-10T11:00:00Z,2022-09-10T12:00:00Z
NO2,2.9127,2022-09-10T12:00:00Z,2022-09-10T13:00:00Z
NO2,2.5049,2022-09-10T13:00:00Z,2022-09-10T14:00:00Z
NO2,1.0556,2022-09-10T14:00:00Z,2022-09-10T15:00:00Z
NO2,2.7036,2022-09-10T15:00:00Z,2022-09-10T16:00:00Z
NO2,2.0613,2022-09-10T16:00:00Z,2022-09-10T17:00:00Z
NO2,1.8585,2022-09-10T17:00:00Z,2022-09-10T18:00:00Z
NO2,1.499,2022-09-10T18:00:00Z,2022-09-10T19:00:00Z
NO2,1.4938,2022-09-10T19:00:00Z,2022-09-10T20:00:00Z
NO2,1.4777,2022-09-10T20:00:00Z,2022-09-10T21:00:00Z
NO2,1.1575,2022-09-10T21:00:00Z,2022-09-10T22:00:00Z
NO1,2.4305,2022-09-10T22:00:00Z,2022-09-10T23:00:00Z
NO1,1.6401,2022-09-10T23:00:00Z,2022-09-11T00:00:00Z
NO1,1.2176,2022-09-11T00:00:00Z,2022-09-11T01:00:00Z
NO1,1.6247,2022-09-11T01:00:00Z,2022-09-11T02:00:00Z
NO1,1.947,2022-09-11T02:00:00Z,2022-09-11T03:00:00Z
NO1,1.2469,2022-09-11T03:00:00Z,2022-09-11T04:00:00Z
NO1,1.2537,2022-09-11T04:00:00Z,2022-09-11T05:00:00Z
NO1,2.8195,2022-09-11T05:00:00Z,2022-09-11T06:00:00Z
NO1,1.9242,2022-09-11T06:00:00Z,2022-09-11T07:00:00Z
NO1,1.1557,2022-09-11T07:00:00Z,2022-09-11T08:00:00Z
NO1,1.8837,2022-09-11T08:00:00Z,2022-09-11T09:00:00Z
NO1,2.4368,2022-09-11T09:00:00Z,2022-09-11T10:00:00Z
NO1,1.2334,2022-09-11T10:00:00Z,2022-09-11T11:00:00Z
NO1,2.1765,2022-09-11T11:00:00Z,2022-09-11T12:00:00Z
NO1,2.1667,2022-09-11T12:00:00Z,2022-09-11T13:00:00Z
NO1,1.9219,2022-09-11T13:00:00Z,2022-09-11T14:00:00Z
NO1,2.1335,2022-09-11T14:00:00Z,2022-09-11T15:00:00Z
NO1,2.5107,2022-09-11T15:00:00Z,2022-09-11T16:00:00Z
NO1,2.7979,2022-09-11T16:00:00Z,2022-09-11T17:00:00Z
NO1,2.4791,2022-09-11T17:00:00Z,2022-09-11T18:00:00Z
NO1,1.1918,2022-09-11T18:00:00Z,2022-09-11T19:00:00Z
NO1,1.3407,2022-09-11T19:00:00Z,2022-09-11T20:00:00Z
NO1,1.8672,2022-09-11T20:00:00Z,2022-09-11T21:00:00Z
NO1,1.5877,2022-09-11T21:00:00Z,2022-09-11T22:00:00Z
NO2,1.9525,2022-09-10T22:00:00Z,2022-09-10T23:00:00Z
NO2,1.763,2022-09-10T23:00:00Z,2022-09-11T00:00:00Z
NO2,1.5921,2022-09-11T00:00:00Z,2022-09-11T01:00:00Z
NO2,1.5703,2022-09-11T01:00:00Z,2022-09-11T02:00:00Z
NO2,1.7401,2022-09-11T02:00:00Z,2022-09-11T03:00:00Z
NO2,2.2631,2022-09-11T03:00:00Z,2022-09-11T04:00:00Z
NO2,1.4383,2022-09-11T04:00:00Z,2022-09-11T05:00:00Z
NO2,1.4537,2022-09-11T05:00:00Z,2022-09-11T06:00:00Z
NO2,2.0124,2022-09-11T06:00:00Z,2022-09-11T07:00:00Z
NO2,1.8479,2022-09-11T07:00:00Z,2022-09-11T08:00:00Z
NO2,1.9302,2022-09-11T08:00:00Z,2022-09-11T09:00:00Z
NO2,1.3334,2022-09-11T09:00:00Z,2022-09-11T10:00:00Z
NO2,2.881,2022-09-11T10:00:00Z,2022-09-11T11:00:00Z
NO2,1.6807,2022-09-11T11:00:00Z,2022-09-11T12:00:00Z
NO2,1.691,2022-09-11T12:00:00Z,2022-09-11T13:00:00Z
NO2,1.7124,2022-09-11T13:00:00Z,2022-09-11T14:00:00Z
NO2,2.7601,2022-09-11T14:00:00Z,2022-09-11T15:00:00Z
NO2,2.448,2022-09-11T15:00:00Z,2022-09-11T16:00:00Z
NO2,1.4252,2022-09-11T16:00:00Z,2022-09-11T17:00:00Z
NO2,1.8237,2022-09-11T17:00:00Z,2022-09-11T18:00:00Z
NO2,2.4078,2022-09-11T18:00:00Z,2022-09-11T19:00:00Z
NO2,2.7142,2022-09-11T19:00:00Z,2022-09-11T20:00:00Z
NO2,2.8258,2022-09-11T20:00:00Z,2022-09-11T21:00:00Z
NO2,1.0276,2022-09-11T21:00:00Z,2022-09-11T22:00:00Z
NO1,2.9801,2022-09-11T22:00:00Z,2022-09-11T23:00:00Z
NO1,1.2372,2022-09-11T23:00:00Z,2022-09-12T00:00:00Z
NO1,1.6596,2022-09-12T00:00:00Z,2022-09-12T01:00:00Z
NO1,2.1849,2022-09-12T01:00:00Z,2022-09-12T02:00:00Z
NO1,1.0301,2022-09-12T02:00:00Z,2022-09-12T03:00:00Z
NO1,1.2441,2022-09-12T03:00:00Z,2022-09-12T04:00:00Z
NO1,1.4162,2022-09-12T04:00:00Z,2022-09-12T05:00:00Z
NO1,2.2996,2022-09-12T05:00:00Z,2022-09-12T06:00:00Z
NO1,1.2073,2022-09-12T06:00:00Z,2022-09-12T07:00:00Z
NO1,2.2467,2022-09-12T07:00:00Z,2022-09-12T08:00:00Z
NO1,2.7575,2022-09-12T08:00:00Z,2022-09-12T09:00:00Z
NO1,1.3905,2022-09-12T09:00:00Z,2022-09-12T10:00:00Z
NO1,2.9432,2022-09-12T10:00:00Z,2022-09-12T11:00:00Z
NO1,2.562,2022-09-12T11:00:00Z,2022-09-12T12:00:00Z
NO1,2.9811,2022-09-12T12:00:00Z,2022-09-12T13:00:00Z
NO1,1.8063,2022-09-12T13:00:00Z,2022-09-12T14:00:00Z
NO1,2.0957,2022-09-12T14:00:00Z,2022-09-12T15:00:00Z
NO1,1.8711,2022-09-12T15:00:00Z,2022-09-12T16:00:00Z
NO1,2.8437,2022-09-12T16:00:00Z,2022-09-12T17:00:00Z
NO1,1.0996,2022-09-12T17:00:00Z,2022-09-12T18:00:00Z
NO1,1.1054,2022-09-12T18:00:00Z,2022-09-12T19:00:00Z
NO1,2.7763,2022-09-12T19:00:00Z,2022-09-12T20:00:00Z
NO1,2.4398,2022-09-12T20:00:00Z,2022-09-12T21:00:00Z
NO1,2.5011,2022-09-12T21:00:00Z,2022-09-12T22:00:00Z
NO2,2.1007,2022-09-11T22:00:00Z,2022-09-11T23:00:00Z
NO2,1.0156,2022-09-11T23:00:00Z,2022-09-12T00:00:00Z
NO2,2.0448,2022-09-12T00:00:00Z,2022-09-12T01:00:00Z
NO2,2.7459,2022-09-12T01:00:00Z,2022-09-12T02:00:00Z
NO2,2.8142,2022-09-12T02:00:00Z,2022-09-12T03:00:00Z
NO2,2.3657,2022-09-12T03:00:00Z,2022-09-12T04:00:00Z
NO2,2.453,2022-09-12T04:00:00Z,2022-09-12T05:00:00Z
NO2,2.9726,2022-09-12T05:00:00Z,2022-09-12T06:00:00Z
NO2,2.5414,2022-09-12T06:00:00Z,2022-09-12T07:00:00Z
NO2,2.8424,2022-09-12T07:00:00Z,2022-09-12T08:00:00Z
NO2,1.984,2022-09-12T08:00:00Z,2022-09-12T09:00:00Z
NO2,1.5325,2022-09-12T09:00:00Z,2022-09-12T10:00:00Z
NO2,1.6605,2022-09-12T10:00:00Z,2022-09-12T11:00:00Z
NO2,1.0733,2022-09-12T11:00:00Z,2022-09-12T12:00:00Z
NO2,2.9023,2022-09-12T12:00:00Z,2022-09-12T13:00:00Z
NO2,2.9516,2022-09-12T13:00:00Z,2022-09-12T14:00:00Z
NO2,2.1419,2022-09-12T14:00:00Z,2022-09-12T15:00:00Z
NO2,1.6629,2022-09-12T15:00:00Z,2022-09-12T16:00:00Z
NO2,2.979,2022-09-12T16:00:00Z,2022-09-12T17:00:00Z
NO2,2.1629,2022-09-12T17:00:00Z,2022-09-12T18:00:00Z
NO2,2.4487,2022-09-12T18:00:00Z,2022-09-12T19:00:00Z
NO2,1.4549,2022-09-12T19:00:00Z,2022-09-12T20:00:00Z
NO2,1.9424,2022-09-12T20:00:00Z,2022-09-12T21:00:00Z
NO2,2.7699,2022-09-12T21:00:00Z,2022-09-12T22:00:00Z
NO1,2.2445,2022-09-12T22:00:00Z,2022-09-12T23:00:00Z
NO1,1.5814,2022-09-12T23:00:00Z,2022-09-13T00:00:00Z
NO1,1.908,2022-09-13T00:00:00Z,2022-09-13T01:00:00Z
NO1,2.2696,2022-09-13T01:00:00Z,2022-09-13T02:00:00Z
NO1,1.0325,2022-09-13T02:00:00Z,2022-09-13T03:00:00Z
NO1,1.7667,2022-09-13T03:00:00Z,2022-09-13T04:00:00Z
NO1,2.9443,2022-09-13T04:00:00Z,2022-09-13T05:00:00Z
NO1,1.8921,2022-09-13T05:00:00Z,2022-09-13T06:00:00Z
NO1,2.4226,2022-09-13T06:00:00Z,2022-09-13T07:00:00Z
NO1,2.8413,2022-09-13T07:00:00Z,2022-09-13T08:00:00Z
NO1,2.5203,2022-09-13T08:00:00Z,2022-09-13T09:00:00Z
NO1,1.2405,2022-09-13T09:00:00Z,2022-09-13T10:00:00Z
NO1,1.3798,2022-09-13T10:00:00Z,2022-09-13T11:00:00Z
NO1,2.526,2022-09-13T11:00:00Z,2022-09-13T12:00:00Z
NO1,1.4019,2022-09-13T12:00:00Z,2022-09-13T13:00:00Z
NO1,2.2251,2022-09-13T13:00:00Z,2022-09-13T14:00:00Z
NO1,1.0229,2022-09-13T14:00:00Z,2022-09-13T15:00:00Z
NO1,2.6669,2022-09-13T15:00:00Z,2022-09-13T16:00:00Z
NO1,2.7889,2022-09-13T16:00:00Z,2022-09-13T17:00:00Z
NO1,1.696,2022-09-13T17:00:00Z,2022-09-13T18:00:00Z
NO1,2.9827,2022-09-13T18:00:00Z,2022-09-13T19:00:00Z
NO1,2.9453,2022-09-13T19:00:00Z,2022-09-13T20:00:00Z
NO1,2.1881,2022-09-13T20:00:00Z,2022-09-13T21:00:00Z
NO1,1.2622,2022-09-13T21:00:00Z,2022-09-13T22:00:00Z
NO2,2.7117,2022-09-12T22:00:00Z,2022-09-12T23:00:00Z
NO2,1.8352,2022-09-12T23:00:00Z,2022-09-13T00:00:00Z
NO2,1.1333,2022-09-13T00:00:00Z,2022-09-13T01:00:00Z
NO2,2.1248,2022-09-13T01:00:00Z,2022-09-13T02:00:00Z
NO2,2.2362,2022-09-13T02:00:00Z,2022-09-13T03:00:00Z
NO2,2.2162,2022-09-13T03:00:00Z,2022-09-13T04:00:00Z
NO2,1.1738,2022-09-13T04:00:00Z,2022-09-13T05:00:00Z
NO2,1.4389,2022-09-13T05:00:00Z,2022-09-13T06:00:00Z
NO2,2.1587,2022-09-13T06:00:00Z,2022-09-13T07:00:00Z
NO2,2.3053,2022-09-13T07:00:00Z,2022-09-13T08:00:00Z
NO2,2.4299,2022-09-13T08:00:00Z,2022-09-13T09:00:00Z
NO2,2.0244,2022-09-13T09:00:00Z,2022-09-13T10:00:00Z
NO2,1.2636,2022-09-13T10:00:00Z,2022-09-13T11:00:00Z
NO2,1.9951,2022-09-13T11:00:00Z,2022-09-13T12:00:00Z
NO2,1.6731,2022-09-13T12:00:00Z,2022-09-13T13:00:00Z
NO2,2.6887,2022-09-13T13:00:00Z,2022-09-13T14:00:00Z
NO2,2.9163,2022-09-13T14:00:00Z,2022-09-13T15:00:00Z
NO2,2.8667,2022-09-13T15:00:00Z,2022-09-13T16:00:00Z
NO2,1.1627,2022-09-13T16:00:00Z,2022-09-13T17:00:00Z
NO2,2.8951,2022-09-13T17:00:00Z,2022-09-13T18:00:00Z
NO2,1.1499,2022-09-13T18:00:00Z,2022-09-13T19:00:00Z
NO2,1.3226,2022-09-13T19:00:00Z,2022-09-13T20:00:00Z
NO2,1.8572,2022-09-13T20:00:00Z,2022-09-13T21:00:00Z
NO2,1.7474,2022-09-13T21:00:00Z,2022-09-13T22:00:00Z
NO1,2.3621,2022-09-13T22:00:00Z,2022-09-13T23:00:00Z
NO1,1.9806,2022-09-13T23:00:00Z,2022-09-14T00:00:00Z
NO1,1.4747,2022-09-14T00:00:00Z,2022-09-14T01:00:00Z
NO1,1.0181,2022-09-14T01:00:00Z,2022-09-14T02:00:00Z
NO1,1.9827,2022-09-14T02:00:00Z,2022-09-14T03:00:00Z
NO1,2.4228,2022-09-14T03:00:00Z,2022-09-14T04:00:00Z
NO1,2.6638,2022-09-14T04:00:00Z,2022-09-14T05:00:00Z
NO1,2.7466,2022-09-14T05:00:00Z,2022-09-14T06:00:00Z
NO1,1.2135,2022-09-14T06:00:00Z,2022-09-14T07:00:00Z
NO1,2.6129,2022-09-14T07:00:00Z,2022-09-14T08:00:00Z
NO1,1.1265,2022-09-14T08:00:00Z,2022-09-14T09:00:00Z
NO1,2.8704,2022-09-14T09:00:00Z,2022-09-14T10:00:00Z
NO1,2.8294,2022-09-14T10:00:00Z,2022-09-14T11:00:00Z
NO1,2.0534,2022-09-14T11:00:00Z,2022-09-14T12:00:00Z
NO1,2.8449,2022-09-14T12:00:00Z,2022-09-14T13:00:00Z
NO1,1.7226,2022-09-14T13:00:00Z,2022-09-14T14:00:00Z
NO1,2.8622,2022-09-14T14:00:00Z,2022-09-14T15:00:00Z
NO1,1.4408,2022-09-14T15:00:00Z,2022-09-14T16:00:00Z
NO1,2.3308,2022-09-14T16:00:00Z,2022-09-14T17:00:00Z
NO1,2.6041,2022-09-14T17:00:00Z,2022-09-14T18:00:00Z
NO1,2.3682,2022-09-14T18:00:00Z,2022-09-14T19:00:00Z
NO1,1.9452,2022-09-14T19:00:00Z,2022-09-14T20:00:00Z
NO1,2.8222,2022-09-14T20:00:00Z,2022-09-14T21:00:00Z
NO1,1.4437,2022-09-14T21:00:00Z,2022-09-14T22:00:00Z
NO2,1.4589,2022-09-13T22:00:00Z,2022-09-13T23:00:00Z
NO2,1.7052,2022-09-13T23:00:00Z,2022-09-14T00:00:00Z
NO2,2.2752,2022-09-14T00:00:00Z,2022-09-14T01:00:00Z
NO2,2.8616,2022-09-14T01:00:00Z,2022-09-14T02:00:00Z
NO2,1.5297,2022-09-14T02:00:00Z,2022-09-14T03:00:00Z
NO2,2.8612,2022-09-14T03:00:00Z,2022-09-14T04:00:00Z
NO2,2.0542,2022-09-14T04:00:00Z,2022-09-14T05:00:00Z
NO2,2.5074,2022-09-14T05:00:00Z,2022-09-14T06:00:00Z
NO2,1.6371,2022-09-14T06:00:00Z,2022-09-14T07:00:00Z
NO2,1.9495,2022-09-14T07:00:00Z,2022-09-14T08:00:00Z
NO2,2.9894,2022-09-14T08:00:00Z,2022-09-14T09:00:00Z
NO2,2.311,2022-09-14T09:00:00Z,2022-09-14T10:00:00Z
NO2,1.5943,2022-09-14T10:00:00Z,2022-09-14T11:00:00Z
NO2,1.6892,2022-09-14T11:00:00Z,2022-09-14T12:00:00Z
NO2,1.9524,2022-09-14T12:00:00Z,2022-09-14T13:00:00Z
NO2,1.7608,2022-09-14T13:00:00Z,2022-09-14T14:00:00Z
NO2,2.0359,2022-09-14T14:00:00Z,2022-09-14T15:00:00Z
NO2,2.1888,2022-09-14T15:00:00Z,2022-09-14T16:00:00Z
NO2,2.5672,2022-09-14T16:00:00Z,2022-09-14T17:00:00Z
NO2,1.4987,2022-09-14T17:00:00Z,2022-09-14T18:00:00Z
NO2,2.7108,2022-09-14T18:00:00Z,2022-09-14T19:00:00Z
NO2,2.9989,2022-09-14T19:00:00Z,2022-09-14T20:00:00Z
NO2,1.8042,2022-09-14T20:00:00Z,2022-09-14T21:00:00Z
NO2,1.1433,2022-09-14T21:00:00Z,2022-09-14T22:00:00Z
NO1,2.9307,2022-09-14T22:00:00Z,2022-09-14T23:00:00Z
NO1,2.6467,2022-09-14T23:00:00Z,2022-09-15T00:00:00Z
NO1,2.7575,2022-09-15T00:00:00Z,2022-09-15T01:00:00Z
NO1,1.3921,2022-09-15T01:00:00Z,2022-09-15T02:00:00Z
NO1,1.1345,2022-09-15T02:00:00Z,2022-09-15T03:00:00Z
NO1,2.0568,2022-09-15T03:00:00Z,2022-09-15T04:00:00Z
NO1,1.5543,2022-09-15T04:00:00Z,2022-09-15T05:00:00Z
NO1,1.2707,2022-09-15T05:00:00Z,2022-09-15T06:00:00Z
NO1,1.5429,2022-09-15T06:00:00Z,2022-09-15T07:00:00Z
NO1,1.4658,2022-09-15T07:00:00Z,2022-09-15T08:00:00Z
NO1,1.3889,2022-09-15T08:00:00Z,2022-09-15T09:00:00Z
NO1,1.2153,2022-09-15T09:00:00Z,2022-09-15T10:00:00Z
NO1,2.1495,2022-09-15T10:00:00Z,2022-09-15T11:00:00Z
NO1,1.6304,2022-09-15T11:00:00Z,2022-09-15T12:00:00Z
NO1,1.4029,2022-09-15T12:00:00Z,2022-09-15T13:00:00Z
NO1,2.2759,2022-09-15T13:00:00Z,2022-09-15T14:00:00Z
NO1,1.3318,2022-09-15T14:00:00Z,2022-09-15T15:00:00Z
NO1,2.7257,2022-09-15T15:00:00Z,2022-09-15T16:00:00Z
NO1,2.9778,2022-09-15T16:00:00Z,2022-09-15T17:00:00Z
NO1,2.8182,2022-09-15T17:00:00Z,2022-09-15T18:00:00Z
NO1,1.321,2022-09-15T18:00:00Z,2022-09-15T19:00:00Z
NO1,1.4297,2022-09-15T19:00:00Z,2022-09-15T20:00:00Z
NO1,1.8473,2022-09-15T20:00:00Z,2022-09-15T21:00:00Z
NO1,1.6421,2022-09-15T21:00:00Z,2022-09-15T22:00:00Z
NO2,1.6455,2022-09-14T22:00:00Z,2022-09-14T23:00:00Z
NO2,2.9089,2022-09-14T23:00:00Z,2022-09-15T00:00:00Z
NO2,2.8792,2022-09-15T00:00:00Z,2022-09-15T01:00:00Z
NO2,2.65,2022-09-15T01:00:00Z,2022-09-15T02:00:00Z
NO2,2.0373,2022-09-15T02:00:00Z,2022-09-15T03:00:00Z
NO2,1.3308,2022-09-15T03:00:00Z,2022-09-15T04:00:00Z
NO2,2.4708,2022-09-15T04:00:00Z,2022-09-15T05:00:00Z
NO2,1.2085,2022-09-15T05:00:00Z,2022-09-15T06:00:00Z
NO2,1.4019,2022-09-15T06:00:00Z,2022-09-15T07:00:00Z
NO2,2.812,2022-09-15T07:00:00Z,2022-09-15T08:00:00Z
NO2,2.9863,2022-09-15T08:00:00Z,2022-09-15T09:00:00Z
NO2,1.942,2022-09-15T09:00:00Z,2022-09-15T10:00:00Z
NO2,1.5175,2022-09-15T10:00:00Z,2022-09-15T11:00:00Z
NO2,1.8598,2022-09-15T11:00:00Z,2022-09-15T12:00:00Z
NO2,1.6037,2022-09-15T12:00:00Z,2022-09-15T13:00:00Z
NO2,1.4374,2022-09-15T13:00:00Z,2022-09-15T14:00:00Z
NO2,2.7718,2022-09-15T14:00:00Z,2022-09-15T15:00:00Z
NO2,1.896,2022-09-15T15:00:00Z,2022-09-15T16:00:00Z
NO2,1.8798,2022-09-15T16:00:00Z,2022-09-15T17:00:00Z
NO2,1.7479,2022-09-15T17:00:00Z,2022-09-15T18:00:00Z
NO2,1.2698,2022-09-15T18:00:00Z,2022-09-15T19:00:00Z
NO2,2.6782,2022-09-15T19:00:00Z,2022-09-15T20:00:00Z
